"","income","health","age","drive","transport","spend","lambda_1","lambda_2","lambda_3"
"7380",81347.2944231829,2,71,4,"Car",30.417694140991,0.487067676640541,-0.545827054538545,-0.170577680519979
"7381",21664.4237946693,4,72,2,"Car",22.8335142929767,1.26701097947148,-0.451287152948534,-0.675760145555058
"7382",46276.2518465048,1,58,5,"Public",NA,0.836893723402963,-0.558840737844662,-0.43153628730279
"7383",6990.73313825385,5,21,3,"Public",NA,2.9418298385622,-0.124179980865933,-0.95423250769916
"7384",42326.1783589968,2,58,5,"Public",NA,0.911412306622973,-0.519960614170529,-0.509959271476068
"7385",17817.6917982866,1,79,2,"Taxi",NA,1.15503908879121,-0.594443259491294,-0.51947070891905
"7386",19473.4060293956,4,63,5,"Car",18.1114710485442,1.45026750555309,-0.395645270722834,-0.745682097485411
"7387",15122.5000228108,3,60,5,"Taxi",NA,1.53293763021669,-0.404739074059239,-0.753805723347624
"7388",20934.2467453926,2,75,4,"Car",15.0666990238744,1.15519947568825,-0.545869821590641,-0.570187492287084
"7389",25190.7110133767,0,23,4,"Taxi",NA,1.5978222106831,-0.376226289699197,-0.778463498148722
"7390",6546.74941529982,4,35,2,"Taxi",NA,2.44962659472087,-0.200416073788867,-0.917340595907317
"7391",12567.4690001639,2,66,1,"Public",NA,1.43653050793721,-0.471699200831798,-0.69598973199013
"7392",30220.2856618444,3,82,3,"Taxi",NA,0.967601405227039,-0.558539585298464,-0.491939196848907
"7393",20224.4489934443,1,40,1,"Public",NA,1.54399734459511,-0.404493096360923,-0.755616271022027
"7394",23694.2704890559,2,20,4,"Public",NA,1.91755896374867,-0.271329768477054,-0.859372756033683
"7395",17867.8918098279,4,65,4,"Taxi",NA,1.46220665942368,-0.399815251788383,-0.745336092381476
"7396",51677.1673851837,5,72,5,"Taxi",NA,0.747823257268658,-0.482386697236423,-0.47144971399335
"7397",22057.0293160961,2,29,3,"Public",NA,1.78587382396477,-0.310011011580846,-0.831611030045615
"7398",20836.6021339342,2,57,2,"Public",NA,1.35358646435807,-0.455587272761229,-0.69114289702526
"7399",35706.1681761997,2,65,4,"Public",NA,0.970506571262713,-0.536180890399223,-0.517152048781211
"7400",109903.906361423,2,99,2,"Taxi",NA,0.389106946472535,-0.530802233660985,-0.0379610935136289
"7401",32249.4504832365,3,59,2,"Car",8.06562619828059,1.12800524897347,-0.462802152157561,-0.633041922478783
"7402",49599.4146827705,0,67,1,"Taxi",NA,0.773834361017935,-0.616270673063694,-0.308823243227833
"7403",12357.2206412234,5,35,0,"Public",NA,2.37386379577667,-0.190045256417735,-0.916401656561848
"7404",23193.4135212628,2,68,3,"Public",NA,1.17496181996272,-0.519338249564131,-0.600140197609489
"7405",15595.6727737183,5,20,1,"Taxi",NA,2.62722500330081,-0.145515787340616,-0.93906389526264
"7406",41203.9261815213,3,25,1,"Public",NA,1.38743468062509,-0.32702122763495,-0.770105392148884
"7407",24365.8388721295,2,51,1,"Car",11.6410803277225,1.34813464368936,-0.437284134861145,-0.702141983933009
"7408",34523.3326991237,5,39,4,"Public",NA,1.52978542953526,-0.292451007869249,-0.807459996085485
"7409",143953.037214943,4,77,3,"Car",31.3452850737526,0.219116770900384,-0.391003521556616,-0.0294228694904113
"7410",13897.3931204779,2,79,3,"Taxi",NA,1.25769831421097,-0.544431840240455,-0.599649344307802
"7411",32444.5597714094,1,36,5,"Car",16.4709631448664,1.28592061750855,-0.431801498434573,-0.692883218243738
"7412",10718.8573908554,5,60,3,"Public",NA,1.86643680189149,-0.299836789477868,-0.843831768200658
"7413",13206.2635366358,1,98,2,"Taxi",NA,1.12839478948429,-0.660562928050813,-0.424141773769205
"7414",47803.0252082842,4,71,3,"Public",NA,0.788672128576275,-0.507547625004911,-0.46626698461922
"7415",20779.8727686282,4,27,3,"Public",NA,2.11792025313213,-0.219968369321637,-0.892307593108921
"7416",28200.5153559106,1,77,5,"Public",NA,1.00097923427306,-0.605434919852861,-0.44908271087247
"7417",13340.5856395036,0,30,1,"Public",NA,1.82716907458939,-0.361446812737399,-0.813230229593649
"7418",20109.3358281561,3,31,2,"Public",NA,1.92472228353267,-0.272159565520963,-0.859706764548204
"7419",11032.1616427564,4,52,4,"Public",NA,1.90504235570376,-0.300188676678412,-0.847312161323504
"7420",33369.9802794471,4,91,1,"Taxi",NA,0.884221566925734,-0.562395202338157,-0.450685494733205
"7421",11606.3660449119,4,26,3,"Public",NA,2.48059390827177,-0.182079628512304,-0.923785425253055
"7422",17614.9136487302,4,87,5,"Car",20.9448292137082,1.18542270718421,-0.512803590038211,-0.608634574888272
"7423",16285.9247283245,3,82,3,"Public",NA,1.21991510737831,-0.525381905618755,-0.60692741870486
"7424",24554.2646447964,0,68,4,"Taxi",NA,1.09528637452298,-0.59940497863164,-0.493413633287778
"7425",16612.9640925432,3,34,2,"Car",20.1784440075132,1.9786833973592,-0.272257172839741,-0.864299550997834
"7426",8896.4421967343,4,50,1,"Public",NA,2.01882407585518,-0.280447244148274,-0.864584680839468
"7427",26797.6480699004,3,62,2,"Public",NA,1.21258211098044,-0.460205676346125,-0.656799746708032
"7428",37572.8634048801,5,77,2,"Public",NA,0.935877713305271,-0.479816217915659,-0.557519627986309
"7429",70922.8966871422,2,27,5,"Taxi",NA,0.688465967392056,-0.444129911490713,-0.476921852487588
"7430",7966.78566120561,1,80,2,"Car",17.6608326579197,1.33251663430006,-0.571878937443252,-0.59229844525518
"7431",59727.8602727453,1,32,4,"Car",23.0989578778705,0.79299699146654,-0.481805494354748,-0.4948064218007
"7432",10755.1090258845,0,56,1,"Public",NA,1.48584802021098,-0.498675333054342,-0.685588598025184
"7433",19326.5710460182,4,40,2,"Public",NA,1.88041980090805,-0.274845679142782,-0.854705368283856
"7434",9435.69000942341,5,55,1,"Public",NA,2.01508907965165,-0.268876397953274,-0.868479114217329
"7435",64214.9338400243,3,98,2,"Taxi",NA,0.582687367125588,-0.596638225596254,-0.174469755669273
"7436",24288.2936009852,2,78,5,"Public",NA,1.07131922185246,-0.567201785014851,-0.521535345861268
"7437",21377.6387296691,0,43,5,"Public",NA,1.3955745226099,-0.470059686283498,-0.689443959135911
"7438",29905.2090634953,3,45,5,"Car",14.0766084194746,1.3697875976583,-0.384697592294196,-0.73763787058034
"7439",162639.540246728,1,31,4,"Car",25.4923910922439,0.18488571511059,-0.353085925423136,-0.030585200603318
"7440",13911.4591990086,2,88,2,"Taxi",NA,1.18167170873698,-0.586595380448522,-0.536521694168086
"7441",30136.223371993,5,79,1,"Public",NA,1.05746643248974,-0.470933030480654,-0.606268284837259
"7442",23575.326430841,2,32,4,"Public",NA,1.68041292235862,-0.33234283829713,-0.810097218318362
"7443",24827.0108301673,3,95,2,"Public",NA,0.977777725060754,-0.599597671088454,-0.446678097619378
"7444",48075.3080301883,3,29,1,"Taxi",NA,1.14666130288088,-0.369721780581527,-0.698765726731732
"7445",25387.1398799045,5,35,2,"Car",14.8640834438209,1.90609234604746,-0.238691848645475,-0.86967106020838
"7446",20844.5424023181,1,45,2,"Car",11.8590625006598,1.45059244522255,-0.434670518254547,-0.722771312397577
"7447",27472.3800177761,2,47,3,"Public",NA,1.32650818665961,-0.42805085877092,-0.703705957019989
"7448",13364.7698829909,4,73,0,"Public",NA,1.45964959779147,-0.424674066056558,-0.730438919046707
"7449",81839.111917248,5,73,3,"Car",18.3837583009985,0.44146261293581,-0.479423192410367,-0.240578872174152
"7450",80969.3844263225,1,58,1,"Car",21.9070094077971,0.507268002098031,-0.545502301585297,-0.197006042985372
"7451",12612.3576504316,3,30,2,"Public",NA,2.20806467199243,-0.236226140137445,-0.893237528242516
"7452",5873.49142869569,5,83,1,"Public",NA,1.58863697081442,-0.403636230840794,-0.762616960416764
"7453",86352.015758946,1,64,3,"Car",15.9096722197797,0.476125566053663,-0.548060446793249,-0.150241962071478
"7454",31090.0002298869,4,78,2,"Public",NA,1.00829761663908,-0.507220074216115,-0.559222139821959
"7455",8228.84877697143,2,22,1,"Public",NA,2.4211014630916,-0.217129892652784,-0.911131802002241
"7456",12486.3942161029,4,85,3,"Car",16.7349052328268,1.31914973327393,-0.485639614660915,-0.662605690958521
"7457",10714.1852985895,2,49,4,"Car",17.1347724497018,1.75767869446744,-0.367802304224334,-0.802641794185879
"7458",24149.0798579225,1,39,3,"Car",7.31169926197042,1.45330985383775,-0.415549081590987,-0.734796747037468
"7459",18165.1651811734,0,33,4,"Taxi",NA,1.62999898685499,-0.400807957790845,-0.769896344887433
"7460",57662.1640930432,1,66,3,"Taxi",NA,0.684540712056008,-0.584369365374142,-0.297369497547466
"7461",81076.6068004557,3,35,4,"Public",NA,0.540890268768813,-0.442863970012673,-0.382344923505401
"7462",41635.4366820611,1,65,3,"Taxi",NA,0.867709689994302,-0.578390682218248,-0.422324990478439
"7463",21701.6349803358,5,69,4,"Public",NA,1.37957590249815,-0.39358647660948,-0.734469955125093
"7464",48164.0601392432,2,98,4,"Taxi",NA,0.726116556366726,-0.638252716031318,-0.227788826177701
"7465",13051.6686186032,4,47,3,"Public",NA,1.94238252656164,-0.28325092384121,-0.857163099280431
"7466",13977.596115207,1,30,3,"Public",NA,1.91467256977938,-0.32090529188094,-0.839787510550636
"7467",22406.2399760335,2,55,4,"Car",13.7847358688094,1.34201303936841,-0.450957880635829,-0.691933199279804
"7468",19344.1394941223,1,83,4,"Public",NA,1.10518429576987,-0.614102038223121,-0.478977677424845
"7469",12800.9693725248,2,31,1,"Public",NA,2.05095879678268,-0.279785619681029,-0.867349556283374
"7470",28562.4907403421,0,71,3,"Taxi",NA,1.0180781818873,-0.617458907463087,-0.440362819852905
"7471",14221.9186536302,5,66,3,"Public",NA,1.64042701800252,-0.346832250324336,-0.798497096502339
"7472",48725.9436837122,2,35,4,"Taxi",NA,0.99686254695353,-0.437175195871605,-0.613055971811104
"7473",17224.5397025948,4,58,5,"Public",NA,1.5969827133992,-0.359349897865686,-0.786778171803107
"7474",17108.8125883809,4,23,3,"Public",NA,2.34726349550262,-0.189605432845129,-0.915114726923465
"7475",21062.8846549055,2,43,4,"Public",NA,1.55861168829031,-0.380728559395406,-0.770601905902904
"7476",57144.8921179641,3,29,1,"Car",9.78277193080176,0.945773243999521,-0.394945758961565,-0.625999076748367
"7477",33784.331555365,4,34,1,"Public",NA,1.54097421296223,-0.303806217666948,-0.804304447597774
"7478",28422.8633115358,2,82,1,"Car",12.7205806951526,0.981146448260175,-0.590424806433882,-0.459830965332905
"7479",45141.4029665623,4,78,2,"Car",16.8100135446522,0.787443842348291,-0.529116666405136,-0.441448220063245
"7480",10311.49466506,3,50,2,"Car",15.1463757207138,1.85593418314655,-0.327958420712216,-0.831214413185232
"7481",49153.9434537842,2,65,5,"Taxi",NA,0.776294996935419,-0.55243922697009,-0.406550179417835
"7482",22161.8536560411,3,41,5,"Public",NA,1.65851569780068,-0.332123543837702,-0.807509539046847
"7483",8018.82584797723,3,34,2,"Public",NA,2.28089615783662,-0.236080648165817,-0.897732697714617
"7484",14592.8868370696,4,22,3,"Public",NA,2.46671560357749,-0.176881417847712,-0.924495281572938
"7485",17052.3753283945,4,94,5,"Car",18.210170804489,1.13189154576853,-0.544088462667955,-0.56489983683733
"7486",63815.18667045,4,20,1,"Car",17.1093414439941,0.975830068542257,-0.338270905739487,-0.670114553067358
"7487",5441.4053363426,1,43,2,"Public",NA,1.93214595040924,-0.35324440445306,-0.827298345899116
"7488",17277.505040126,4,90,5,"Taxi",NA,1.16314197475385,-0.52614984813162,-0.590798500988981
"7489",11210.1827371591,3,90,4,"Car",26.42169618556,1.24640462372887,-0.548761982469883,-0.592754613444408
"7490",26601.2825649329,2,56,4,"Public",NA,1.23145116977234,-0.471127144984215,-0.653393475631944
"7491",22308.7046289642,1,62,3,"Car",15.5060011476009,1.21028707018772,-0.528481543366653,-0.601664567275744
"7492",46115.956861497,3,69,5,"Public",NA,0.807184011764795,-0.531594905697458,-0.448943030152952
"7493",44078.8183866869,1,35,2,"Car",23.9456442994028,1.04097415237478,-0.463480579508905,-0.60704084651604
"7494",36274.4545918212,3,71,3,"Car",14.6869736634501,0.943438847149976,-0.525405669357311,-0.517511044513245
"7495",77416.1973625017,4,24,2,"Taxi",NA,0.678470739949698,-0.378472784913833,-0.527255314246471
"7496",10330.1210257474,5,70,4,"Car",17.8100009934783,1.68448340281401,-0.351419486119567,-0.801856664652289
"7497",15603.1228699047,2,29,2,"Public",NA,1.9985228444286,-0.281861401842042,-0.862421126847415
"7498",43270.1446035925,5,35,2,"Taxi",NA,1.34736634910713,-0.305521889283306,-0.772888763195775
"7499",14645.0151879624,4,59,2,"Public",NA,1.65549504038029,-0.35356953085995,-0.797239640887468
"7500",9186.87985916461,0,80,5,"Car",25.1439017111512,1.28196706146138,-0.615524827489363,-0.533396046988622
"7501",28141.5318166059,5,64,2,"Public",NA,1.28816421579128,-0.39210823543571,-0.717602926016474
"7502",38952.9270156605,5,53,3,"Public",NA,1.17797651820782,-0.375518264332814,-0.702943826318087
"7503",15341.7586216687,5,35,4,"Public",NA,2.26308516787243,-0.200856454969365,-0.90724878590599
"7504",3345.64546451507,3,93,5,"Car",20.9712778744729,1.38233644766521,-0.537595723924841,-0.634657711907155
"7505",10220.3054575284,1,56,3,"Car",12.0855875974826,1.56770596894584,-0.450860522362109,-0.731645778035801
"7506",9146.87387908087,3,36,0,"Public",NA,2.19421658504642,-0.250343970421604,-0.887760873353268
"7507",14100.315550969,2,92,5,"Taxi",NA,1.15108039144346,-0.604321487464682,-0.506770611548118
"7508",16753.4367221813,2,94,2,"Public",NA,1.09634144505401,-0.617615442549077,-0.471273353339208
"7509",44183.0000766477,2,59,3,"Taxi",NA,0.875738623204848,-0.526684059102964,-0.487472417810882
"7510",8134.63569067902,1,68,4,"Public",NA,1.45721979532462,-0.509506905379403,-0.672253331882547
"7511",14361.3157383688,2,62,1,"Public",NA,1.4462288179711,-0.457016912213184,-0.707676140106357
"7512",13132.2757828012,5,95,3,"Taxi",NA,1.24269461000001,-0.496697892035988,-0.636544296996284
"7513",59895.1102222667,5,75,3,"Car",26.2650473583332,0.629664325071157,-0.496447696548374,-0.384223291464148
"7514",7753.43083561323,5,42,2,"Public",NA,2.37530244096416,-0.202102394163596,-0.913131150184352
"7515",7465.0701970075,3,94,2,"Public",NA,1.28491689379885,-0.556689936317347,-0.595155280819619
"7516",45601.2029588466,4,50,3,"Car",16.2237824490952,1.00240984206371,-0.419786827074717,-0.627329603132464
"7517",22559.3107322998,0,23,4,"Taxi",NA,1.6750786578572,-0.364609697450863,-0.794381767190952
"7518",14650.8741694626,5,22,0,"Public",NA,2.61255852348165,-0.149378660310281,-0.937587839443284
"7519",13293.6609363141,2,28,5,"Public",NA,2.09966805375365,-0.266759486600301,-0.875664560143442
"7520",3606.78884876072,5,86,4,"Car",14.9516275877468,1.60326894703841,-0.41046064764588,-0.760888742662786
"7521",26631.7774113161,4,23,1,"Taxi",NA,2.00224451955253,-0.224615442441283,-0.882272752406714
"7522",19942.4306460716,1,69,3,"Taxi",NA,1.19301293560484,-0.554934528714566,-0.57238420932281
"7523",47702.6446189579,1,31,2,"Taxi",NA,1.00990563490375,-0.454897900279459,-0.603854391340205
"7524",15783.6999700738,4,28,1,"Public",NA,2.27561151403466,-0.205420713437582,-0.906677801514865
"7525",44637.7260132194,2,81,1,"Taxi",NA,0.777897072019022,-0.598793887096609,-0.340878215581297
"7526",26284.0888812522,3,20,1,"Public",NA,1.95309094197604,-0.244724882374015,-0.871734927520809
"7527",37002.2873918206,5,71,5,"Public",NA,1.00266686766647,-0.452768014352891,-0.603150696960572
"7528",6265.52771983727,0,71,1,"Taxi",NA,1.41698246862249,-0.562488877131767,-0.620024611942801
"7529",44099.2878432359,1,67,4,"Taxi",NA,0.828419107236756,-0.586659871764737,-0.389910928661251
"7530",38104.6429987004,0,34,2,"Public",NA,1.12521788679464,-0.481704957559247,-0.617655256922615
"7531",55242.4138405512,2,64,5,"Taxi",NA,0.708257073213053,-0.551554385614976,-0.365450165683588
"7532",21183.2675447165,5,64,5,"Public",NA,1.47355782578734,-0.365380253995578,-0.765611514052598
"7533",10307.3684192513,3,39,5,"Car",16.5481493571979,2.08621951569845,-0.270145827123984,-0.873484891387616
"7534",19942.6856338624,4,61,1,"Public",NA,1.46931400918289,-0.386871215108019,-0.75364119026169
"7535",37358.6715862609,5,57,4,"Public",NA,1.16090867408034,-0.389338759577563,-0.690797931387685
"7536",40826.9604414283,4,49,5,"Taxi",NA,1.11790976959174,-0.40172889748312,-0.672374578834447
"7537",55868.7534585622,2,68,3,"Car",20.5939064081791,0.690326317928096,-0.562721687183543,-0.336658399837601
"7538",21026.6354792468,2,61,0,"Car",15.6085495324358,1.29822088699672,-0.477292537338334,-0.664211311443454
"7539",66504.0847725299,3,90,5,"Car",25.6520751081186,0.564902825171043,-0.578762934123805,-0.194490010595488
"7540",12684.1779887532,5,94,5,"Car",18.2099884966441,1.26381843352409,-0.490129078142268,-0.646729352308328
"7541",3375.82187215357,5,38,5,"Public",NA,2.64108996000236,-0.170392883751877,-0.933621858383951
"7542",25852.6778920316,2,26,2,"Public",NA,1.72463560367775,-0.310734402599978,-0.824604548576411
"7543",21486.1958326406,2,90,3,"Taxi",NA,1.04425562278632,-0.610090591140988,-0.460877396785808
"7544",8841.19419013696,3,33,5,"Public",NA,2.27443468549046,-0.234784889019301,-0.897760834857369
"7545",24258.4536143789,2,79,0,"Car",15.4297628151437,1.06493958678762,-0.571335314148667,-0.514783545222007
"7546",9271.79477208736,2,26,2,"Public",NA,2.28798882634673,-0.239863077685341,-0.896946490302671
"7547",12273.5072071754,3,80,1,"Taxi",NA,1.32806299583585,-0.501801678588321,-0.652202410987611
"7548",58658.3574764008,5,69,2,"Car",11.4865686588945,0.671217699315859,-0.477978538396463,-0.432670479240926
"7549",2589.74340286212,5,59,1,"Public",NA,2.16462750071375,-0.259349549191724,-0.882772215684329
"7550",27553.5500291359,2,52,2,"Car",6.61800138154506,1.25843694281275,-0.45414041422206,-0.671856520095469
"7551",15997.7129982125,1,26,2,"Taxi",NA,1.92998281402911,-0.308571283589531,-0.846232308849609
"7552",14249.6859898284,2,46,1,"Public",NA,1.70539291920927,-0.367185123134466,-0.796835748051815
"7553",24135.2688859952,5,73,5,"Public",NA,1.26067007969903,-0.423215625981762,-0.69292452028313
"7554",15710.8977650087,4,37,2,"Car",8.33749032391198,2.06940756578229,-0.245449386073753,-0.880712148034166
"7555",15157.424104583,2,38,3,"Public",NA,1.82815630701836,-0.327291726621283,-0.828719164589726
"7556",8340.1759395521,1,21,2,"Public",NA,2.30449861816957,-0.248903750991736,-0.894979923843104
"7557",67471.2419370768,2,53,1,"Car",20.3450790804997,0.612287491359293,-0.520557571272778,-0.339731952821242
"7558",41513.1622821425,3,23,4,"Public",NA,1.41316835624772,-0.318489338907668,-0.778376738459213
"7559",9063.34087198172,5,98,3,"Public",NA,1.29875188839331,-0.498063466642088,-0.648614653870868
"7560",17684.8784817759,2,22,2,"Public",NA,2.07992025450899,-0.255924353080015,-0.877969701437459
"7561",34946.4666197689,5,23,4,"Public",NA,1.84329577988335,-0.221642506436804,-0.869432995524178
"7562",14848.1397543355,0,41,2,"Car",9.73020195628507,1.59340040033752,-0.431405531957653,-0.747382881046911
"7563",22729.2310342472,1,70,2,"Public",NA,1.13303889004671,-0.566758074645461,-0.542521933531433
"7564",23907.7189795316,2,54,3,"Taxi",NA,1.31893415938557,-0.451325153674347,-0.686945555547564
"7565",68967.7709563589,2,100,4,"Car",26.4278798068545,0.581822423409516,-0.614427746913904,-0.126793598690175
"7566",12714.5933223728,3,30,2,"Public",NA,2.20439392462698,-0.236643316924157,-0.892871041988504
"7567",37679.8968945124,2,98,4,"Public",NA,0.821543714561173,-0.64429622796161,-0.290981273171852
"7568",14539.2202942905,5,32,0,"Public",NA,2.36558112302092,-0.185785713554138,-0.917120040326594
"7569",18150.6340519994,1,21,1,"Public",NA,1.96249251182683,-0.291891912676661,-0.855628258499977
"7570",21271.9786409784,3,43,2,"Public",NA,1.64840856143234,-0.338883931045295,-0.803186453732461
"7571",27405.9110158241,1,34,3,"Public",NA,1.4432917174113,-0.401882884582442,-0.740997028416319
"7572",23739.4493428925,1,90,1,"Car",12.5423670632559,1.01097419100037,-0.645477228911632,-0.396802156595352
"7573",15724.9589642512,4,21,1,"Public",NA,2.44862687097567,-0.176916587388653,-0.923627964857288
"7574",21831.3675232454,2,30,2,"Public",NA,1.77328625161566,-0.314257403836329,-0.828506639363693
"7575",26296.5798312894,3,67,3,"Public",NA,1.16649288875189,-0.483203609118771,-0.627785087211692
"7576",29514.4390932823,2,43,3,"Public",NA,1.3318798917845,-0.414907028323382,-0.712917700689122
"7577",8611.62078236221,3,54,3,"Public",NA,1.83181768518218,-0.342125577697667,-0.822587455368613
"7578",18871.1361216108,2,66,1,"Car",12.7589042193354,1.28804183231102,-0.495487178178629,-0.648187825226789
"7579",77739.2339195884,3,27,3,"Car",18.8318266012513,0.62097577360658,-0.418768755626947,-0.461418411993409
"7580",14797.9975200454,2,94,5,"Car",29.0773259811885,1.12746204920202,-0.613998175006124,-0.487056217944296
"7581",22843.0196625786,5,84,5,"Taxi",NA,1.15507839123253,-0.473486453911864,-0.632275213185277
"7582",44223.3584818126,3,47,4,"Car",14.8465240567211,1.01057587419778,-0.440844650691269,-0.614731705238099
"7583",9377.37896756706,3,21,5,"Public",NA,2.5448823815531,-0.18472273009108,-0.925971691608369
"7584",8747.6473570619,1,89,3,"Car",5.03445578757329,1.24649774661756,-0.61628472932931,-0.52242125543651
"7585",49967.6595175333,4,58,3,"Public",NA,0.844955694429628,-0.462407331966187,-0.536353568801099
"7586",34194.2331929453,1,60,2,"Car",13.6030687693956,1.00699073847336,-0.54919041369654,-0.517497347505599
"7587",10163.6976751017,3,59,3,"Taxi",NA,1.69173031830778,-0.377189769469799,-0.790209410456634
"7588",61970.101706739,1,61,4,"Car",24.8961366858708,0.652423238898651,-0.570073230166401,-0.295711111762864
"7589",44603.5318334124,2,69,5,"Public",NA,0.817446843970431,-0.562372867263074,-0.416724807521897
"7590",74956.9951245806,3,88,3,"Car",26.4905819792345,0.510283388807157,-0.563039900818313,-0.162275740800751
"7591",9445.25953057731,3,72,1,"Public",NA,1.501684808426,-0.447225024942296,-0.723509339674718
"7592",45670.0171071845,4,43,1,"Public",NA,1.0849011157099,-0.388516127383822,-0.671839032087733
"7593",23593.1838948436,5,74,2,"Car",6.26257921179257,1.26027304283747,-0.426361748009871,-0.690827699431684
"7594",5774.27708541542,5,34,5,"Public",NA,2.65008816001209,-0.163538548575705,-0.935670300724137
"7595",12188.2113680305,2,35,2,"Public",NA,1.98630660963295,-0.297840701501166,-0.855350203435243
"7596",36942.5217828737,1,85,4,"Car",19.323715576672,0.863697197705468,-0.637329469471294,-0.331335536228366
"7597",37685.0450201818,4,62,2,"Public",NA,1.03382430488468,-0.452645992834403,-0.613175944834133
"7598",7846.40795481833,2,64,2,"Public",NA,1.58766001383634,-0.440334539920857,-0.741163701414786
"7599",22222.8713211593,1,63,4,"Public",NA,1.20243104871996,-0.533051347046519,-0.595473773280481
"7600",5973.94882245761,5,48,3,"Car",12.9386732260135,2.29719519151549,-0.221410116524458,-0.903209986435536
"7601",40933.6888103366,2,94,2,"Car",21.2638595107285,0.793696332598144,-0.633473451069456,-0.291716546405299
"7602",31091.8555792845,5,73,3,"Public",NA,1.10239213473827,-0.445812638901342,-0.63845567670755
"7603",74828.3277928366,3,45,1,"Taxi",NA,0.567257981005893,-0.470172108760725,-0.370706851632166
"7604",18335.612758349,5,35,3,"Public",NA,2.15399790013469,-0.21193905866542,-0.897184047906188
"7605",31251.6734802604,4,44,2,"Car",11.6887886860832,1.43651906067498,-0.343643228525087,-0.770435068698965
"7606",13599.2627665028,1,89,3,"Taxi",NA,1.16423619030582,-0.627122285391598,-0.483280904414783
"7607",11072.214181183,5,30,5,"Car",12.7709357123391,2.54705136872978,-0.166320262981187,-0.930788556851932
"7608",43760.652472449,1,46,2,"Taxi",NA,0.948408399069438,-0.510269294201037,-0.534389353396791
"7609",42037.6757051578,2,100,4,"Car",17.9322491970409,0.778761880202692,-0.647101506409509,-0.253349365210666
"7610",27763.6002908874,5,79,1,"Public",NA,1.10596618726793,-0.464323316874988,-0.625739229483787
"7611",30323.0603379194,1,88,1,"Car",13.3753841757944,0.933525907096622,-0.643897968943912,-0.360498490477122
"7612",27497.7452153919,3,79,4,"Taxi",NA,1.03334433778407,-0.541098922799621,-0.535447151939105
"7613",29331.0760377078,4,96,3,"Car",23.5790691178027,0.916510211313387,-0.575520297676188,-0.449725118761846
"7614",25148.1410410261,3,22,4,"Public",NA,1.94815578724455,-0.249514777396895,-0.869701248086879
"7615",8746.53961850736,1,39,2,"Taxi",NA,1.90460178182827,-0.346340205728007,-0.827850209828589
"7616",5427.06088725676,4,77,1,"Public",NA,1.61312104070272,-0.41270591750953,-0.761004537484828
"7617",8754.24115368639,2,37,4,"Public",NA,2.05987633580728,-0.292859629092796,-0.86316057301937
"7618",52711.2544726359,2,46,5,"Car",15.1502197617942,0.830463703400833,-0.490061747615344,-0.50435437806381
"7619",10058.2850858338,4,38,2,"Public",NA,2.24804979004031,-0.227254903072501,-0.898529158757839
"7620",33526.0882344587,1,72,1,"Car",17.817136081436,0.947891107049962,-0.594212948032636,-0.440336537674659
"7621",38513.1581250285,2,92,1,"Car",17.245215477039,0.821272900812442,-0.628738158208312,-0.319297060355798
"7622",25052.1905893003,3,23,1,"Car",8.34771273229053,1.92961928709827,-0.253830121043095,-0.866628170859445
"7623",27630.1288358514,5,84,3,"Car",13.7002632447658,1.0573895177468,-0.487059050176495,-0.593099027682486
"7624",34729.5468264947,2,21,5,"Public",NA,1.54752506785178,-0.321867110105527,-0.797394936216571
"7625",66708.3678903484,0,95,5,"Taxi",NA,0.652559429999521,-0.651868596136561,-0.111288809559653
"7626",21996.3720833947,1,92,3,"Taxi",NA,1.02764560962119,-0.650392613945739,-0.396907871940923
"7627",17744.391073031,0,83,3,"Taxi",NA,1.1237185125924,-0.645749816737271,-0.443807742423632
"7628",14240.0560465417,5,78,5,"Car",18.1348105197684,1.43929120221932,-0.411661362131496,-0.734680905013908
"7629",42476.6216394171,5,68,5,"Car",15.0852325206233,0.927652517578658,-0.452597657481251,-0.577324489026643
"7630",23667.9085894297,2,92,0,"Taxi",NA,1.00313579432133,-0.620422633258327,-0.429835859971021
"7631",47173.4282674575,4,82,3,"Taxi",NA,0.743521774511803,-0.543447835861616,-0.398842102685861
"7632",8554.04888075075,1,30,2,"Public",NA,2.09579472496199,-0.295915966284337,-0.864705773623524
"7633",16009.7513743504,5,45,2,"Public",NA,2.00828148289343,-0.24783306400861,-0.875218191424773
"7634",18479.4588722072,2,88,4,"Public",NA,1.10299390810954,-0.596843622610886,-0.499186468544911
"7635",31374.2563066561,4,100,1,"Public",NA,0.871115707964252,-0.591272676116402,-0.406719945954214
"7636",34815.4175519386,3,49,4,"Public",NA,1.19110212332653,-0.422480604947224,-0.677426154186453
"7637",18944.0728409011,3,84,0,"Car",11.071215606713,1.14873632770541,-0.542560820401717,-0.571437749798785
"7638",25815.2228458544,5,43,2,"Public",NA,1.72303068629866,-0.277761971593673,-0.837561602046396
"7639",9797.30497897628,3,28,4,"Public",NA,2.35773554122441,-0.21584897381844,-0.908226795436915
"7640",91396.292692651,1,45,4,"Public",NA,0.444796621004067,-0.506911735427986,-0.195736646068701
"7641",18379.0299388066,2,85,5,"Taxi",NA,1.12426678602989,-0.584055435776234,-0.521075966772079
"7642",20563.5200551762,1,63,5,"Public",NA,1.23626435632991,-0.527972856262119,-0.608889094652612
"7643",17202.1064290285,5,47,4,"Car",14.5544285607365,1.92372671802194,-0.26220468491987,-0.863188505491019
